nomZona;edad;sexe;nacionalitat;quantitat
TAMARIT;55;D;ESPANYA;22
SANT SALVADOR;19;H;ESPANYA;41
SANT SALVADOR;66;D;ESTRANGER;7
ARRABASSADA I SAVINOSA;76;H;ESPANYA;13
MONTGONS (ELS);35;H;ESTRANGER;11
SANT PERE I SANT PAU;24;D;ESTRANGER;22
TARRAGONA;71;H;ESTRANGER;21
MONTGONS (ELS);35;D;ESPANYA;12
SANT PERE I SANT PAU;61;D;ESTRANGER;12
CAMPSA;48;H;ESPANYA;6
CALA ROMANA;41;D;ESPANYA;7
BONAVISTA;16;H;ESTRANGER;16
MONTGONS (ELS);47;D;ESTRANGER;5
ARRABASSADA I SAVINOSA;71;H;ESPANYA;15
TARRAGONA;17;D;ESPANYA;289
ARRABASSADA I SAVINOSA;16;H;ESPANYA;35
SANT PERE I SANT PAU;17;D;ESTRANGER;15
TORREFORTA;76;H;ESTRANGER;5
BONAVISTA;81;H;ESPANYA;19
CAMPSA;37;D;ESTRANGER;4
TARRAGONA;67;D;ESTRANGER;33
ARRABASSADA I SAVINOSA;41;D;ESPANYA;29
ARRABASSADA I SAVINOSA;86;D;ESPANYA;5
SANT SALVADOR;30;H;ESTRANGER;29
TAMARIT;69;D;ESTRANGER;1
TAMARIT;79;H;ESTRANGER;1
SANT SALVADOR;35;D;ESTRANGER;25
ARRABASSADA I SAVINOSA;43;D;ESPANYA;30
SANT SALVADOR;18;D;ESPANYA;60
CAMPSA;51;D;ESTRANGER;7
TORREFORTA;85;H;ESTRANGER;3
MONTGONS (ELS);69;D;ESTRANGER;2
ARRABASSADA I SAVINOSA;49;H;ESTRANGER;6
CALA ROMANA;45;H;ESPANYA;6
SANT PERE I SANT PAU;18;H;ESPANYA;92
PINEDES (LES);16;D;ESPANYA;1
MONTGONS (ELS);15;D;ESPANYA;19
BONAVISTA;67;D;ESTRANGER;5
MONNARS;15;D;ESPANYA;12
MONNARS;16;D;ESPANYA;6
MONNARS;37;H;ESPANYA;14
BONAVISTA;79;H;ESPANYA;27
TORREFORTA;24;D;ESTRANGER;30
BOSCOS DE TARRAGONA (ELS);49;H;ESPANYA;8
SANT SALVADOR;78;H;ESPANYA;10
MONTGONS (ELS);61;D;ESTRANGER;4
SANT SALVADOR;30;H;ESPANYA;30
ARRABASSADA I SAVINOSA;43;H;ESTRANGER;6
TAMARIT;31;D;ESPANYA;3
BONAVISTA;29;D;ESPANYA;30
CALA ROMANA;83;H;ESPANYA;5
TORREFORTA;14;D;ESTRANGER;31
SANT PERE I SANT PAU;14;D;ESTRANGER;21
ARRABASSADA I SAVINOSA;14;H;ESPANYA;39
SANT PERE I SANT PAU;14;D;ESPANYA;92
SANT PERE I SANT PAU;33;D;ESTRANGER;32
BONAVISTA;14;D;ESPANYA;47
BONAVISTA;40;H;ESTRANGER;41
ARRABASSADA I SAVINOSA;51;H;ESTRANGER;4
SANT SALVADOR;94;D;ESPANYA;3
BONAVISTA;52;D;ESTRANGER;17
SANT SALVADOR;14;D;ESTRANGER;22
CAMPSA;14;H;ESTRANGER;4
CAMPSA;52;H;ESTRANGER;10
CAMPSA;48;D;ESTRANGER;7
BONAVISTA;76;D;ESPANYA;29
CAMPSA;80;H;ESTRANGER;1
SANT SALVADOR;15;H;ESTRANGER;17
CAMPSA;78;H;ESPANYA;8
TORREFORTA;78;D;ESTRANGER;7
ARRABASSADA I SAVINOSA;38;D;ESPANYA;23
CAMPSA;44;D;ESTRANGER;7
BONAVISTA;13;H;ESPANYA;48
TAMARIT;44;D;ESTRANGER;3
BONAVISTA;85;D;ESTRANGER;3
CAMPSA;62;D;ESTRANGER;2
BOSCOS DE TARRAGONA (ELS);49;D;ESTRANGER;2
BONAVISTA;24;H;ESTRANGER;41
TARRAGONA;14;D;ESTRANGER;82
SANT PERE I SANT PAU;14;H;ESTRANGER;17
FERRAN;54;D;ESPANYA;2
ARRABASSADA I SAVINOSA;34;H;ESTRANGER;14
CAMPSA;35;D;ESTRANGER;7
SANT PERE I SANT PAU;35;D;ESTRANGER;28
BONAVISTA;14;H;ESTRANGER;23
SANT SALVADOR;29;H;ESPANYA;22
ARRABASSADA I SAVINOSA;12;H;ESPANYA;38
CAMPSA;12;D;ESPANYA;11
CAMPSA;53;H;ESPANYA;7
ARRABASSADA I SAVINOSA;84;H;ESPANYA;2
CAMPSA;73;H;ESPANYA;6
TARRAGONA;85;D;ESTRANGER;7
MONTGONS (ELS);12;H;ESPANYA;12
ARRABASSADA I SAVINOSA;40;H;ESPANYA;37
SANT SALVADOR;12;D;ESPANYA;27
MONNARS;74;H;ESPANYA;13
SANT PERE I SANT PAU;13;H;ESTRANGER;15
TARRAGONA;19;D;ESTRANGER;74
TAMARIT;26;D;ESPANYA;7
MONTGONS (ELS);39;D;ESTRANGER;4
TORREFORTA;11;D;ESPANYA;82
TAMARIT;11;H;ESPANYA;13
SANT SALVADOR;12;H;ESTRANGER;15
MONNARS;30;D;ESPANYA;8
BONAVISTA;11;D;ESPANYA;34
TAMARIT;91;H;ESPANYA;2
PINEDES (LES);33;D;ESPANYA;2
MONNARS;47;D;ESPANYA;15
MONTGONS (ELS);40;H;ESPANYA;11
ARRABASSADA I SAVINOSA;76;H;ESTRANGER;1
ARRABASSADA I SAVINOSA;37;H;ESPANYA;27
TAMARIT;47;D;ESPANYA;10
CALA ROMANA;32;H;ESPANYA;5
PINEDES (LES);10;H;ESPANYA;3
MONTGONS (ELS);38;H;ESPANYA;7
CAMPSA;28;H;ESPANYA;2
MONTGONS (ELS);39;H;ESTRANGER;10
SANT SALVADOR;13;D;ESTRANGER;11
MONNARS;40;D;ESTRANGER;4
CAMPSA;46;D;ESTRANGER;6
CAMPSA;34;D;ESTRANGER;4
BONAVISTA;9;H;ESTRANGER;21
TORREFORTA;9;H;ESTRANGER;43
SANT SALVADOR;9;H;ESPANYA;41
CAMPSA;50;H;ESTRANGER;12
TAMARIT;61;H;ESTRANGER;2
SANT PERE I SANT PAU;37;H;ESPANYA;54
ARRABASSADA I SAVINOSA;34;D;ESTRANGER;8
BOSCOS DE TARRAGONA (ELS);42;H;ESPANYA;9
BONAVISTA;34;H;ESTRANGER;43
CALA ROMANA;8;D;ESPANYA;9
ARRABASSADA I SAVINOSA;8;D;ESPANYA;28
BONAVISTA;8;H;ESTRANGER;14
TAMARIT;44;H;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);9;D;ESPANYA;5
TARRAGONA;7;H;ESPANYA;199
CALA ROMANA;40;H;ESTRANGER;1
ARRABASSADA I SAVINOSA;44;D;ESTRANGER;3
MONNARS;39;D;ESPANYA;11
CAMPSA;55;H;ESPANYA;8
BOSCOS DE TARRAGONA (ELS);91;D;ESPANYA;4
ARRABASSADA I SAVINOSA;79;D;ESTRANGER;1
CALA ROMANA;10;D;ESPANYA;4
MONNARS;35;D;ESPANYA;11
SANT SALVADOR;6;H;ESPANYA;44
SANT PERE I SANT PAU;6;H;ESPANYA;70
CALA ROMANA;61;D;ESTRANGER;1
TARRAGONA;7;D;ESTRANGER;68
BOSCOS DE TARRAGONA (ELS);7;D;ESPANYA;4
SANT SALVADOR;37;H;ESPANYA;18
ARRABASSADA I SAVINOSA;7;D;ESTRANGER;6
TORREFORTA;100;D;ESPANYA;4
SANT SALVADOR;26;D;ESTRANGER;16
ARRABASSADA I SAVINOSA;5;H;ESPANYA;25
SANT SALVADOR;31;D;ESPANYA;32
SANT SALVADOR;5;H;ESPANYA;34
SANT SALVADOR;83;H;ESPANYA;8
ARRABASSADA I SAVINOSA;37;H;ESTRANGER;6
MONNARS;31;D;ESPANYA;8
MONTGONS (ELS);13;D;ESTRANGER;3
TORREFORTA;4;D;ESPANYA;85
CAMPSA;5;D;ESPANYA;6
TARRAGONA;4;D;ESPANYA;174
CAMPSA;75;H;ESTRANGER;2
MONTGONS (ELS);29;H;ESTRANGER;6
TARRAGONA;4;H;ESPANYA;172
ARRABASSADA I SAVINOSA;52;H;ESTRANGER;7
TARRAGONA;5;D;ESTRANGER;55
TARRAGONA;6;D;ESTRANGER;59
BOSCOS DE TARRAGONA (ELS);39;D;ESTRANGER;1
SANT SALVADOR;5;D;ESTRANGER;13
SANT PERE I SANT PAU;3;H;ESPANYA;46
TARRAGONA;3;D;ESPANYA;202
CAMPSA;4;D;ESPANYA;7
SANT SALVADOR;4;H;ESTRANGER;14
BOSCOS DE TARRAGONA (ELS);4;D;ESPANYA;11
SANT PERE I SANT PAU;4;H;ESPANYA;54
CALA ROMANA;65;D;ESTRANGER;1
FERRAN;22;D;ESPANYA;2
SANT PERE I SANT PAU;19;H;ESPANYA;106
CALA ROMANA;4;D;ESPANYA;4
CAMPSA;29;D;ESTRANGER;4
SANT PERE I SANT PAU;3;H;ESTRANGER;21
TORREFORTA;99;D;ESPANYA;1
TAMARIT;39;H;ESTRANGER;5
ARRABASSADA I SAVINOSA;45;H;ESTRANGER;5
ARRABASSADA I SAVINOSA;89;D;ESPANYA;4
SANT PERE I SANT PAU;86;D;ESTRANGER;4
MONNARS;65;H;ESPANYA;16
SANT SALVADOR;84;D;ESTRANGER;2
MONTGONS (ELS);28;H;ESTRANGER;5
PINEDES (LES);25;H;ESTRANGER;1
TAMARIT;29;D;ESPANYA;7
BOSCOS DE TARRAGONA (ELS);33;D;ESPANYA;3
CALA ROMANA;81;H;ESPANYA;2
ARRABASSADA I SAVINOSA;4;H;ESPANYA;20
TORREFORTA;108;H;ESPANYA;1
BOSCOS DE TARRAGONA (ELS);100;H;ESPANYA;1
BONAVISTA;88;D;ESTRANGER;1
MONNARS;26;H;ESPANYA;6
CALA ROMANA;31;H;ESPANYA;5
TAMARIT;86;H;ESPANYA;4
ARRABASSADA I SAVINOSA;88;D;ESPANYA;3
CAMPSA;80;D;ESPANYA;5
CAMPSA;64;D;ESPANYA;5
CALA ROMANA;95;D;ESPANYA;1
TAMARIT;30;D;ESPANYA;2
SANT SALVADOR;93;H;ESPANYA;3
TARRAGONA;110;D;ESPANYA;2
CALA ROMANA;32;D;ESPANYA;3
ARRABASSADA I SAVINOSA;29;D;ESPANYA;13
CALA ROMANA;83;D;ESPANYA;4
BOSCOS DE TARRAGONA (ELS);80;H;ESPANYA;2
CALA ROMANA;57;H;ESPANYA;3
BOSCOS DE TARRAGONA (ELS);75;D;ESPANYA;5
MONTGONS (ELS);85;H;ESPANYA;3
CAMPSA;87;H;ESPANYA;3
CAMPSA;79;D;ESPANYA;8
MONTGONS (ELS);87;D;ESPANYA;6
CAMPSA;80;H;ESPANYA;4
MONTGONS (ELS);73;D;ESPANYA;6
MONTGONS (ELS);92;H;ESPANYA;2
PINEDES (LES);62;H;ESPANYA;1
CAMPSA;65;D;ESPANYA;3
TORREFORTA;96;D;ESPANYA;8
SANT PERE I SANT PAU;105;D;ESPANYA;1
SANT SALVADOR;86;H;ESPANYA;5
OLIVA (L`);43;D;ESPANYA;1
OLIVA (L`);88;H;ESPANYA;1
OLIVA (L`);30;H;ESPANYA;2
MONTGONS (ELS);32;D;ESPANYA;5
OLIVA (L`);69;H;ESPANYA;1
CALA ROMANA;78;H;ESPANYA;5
ARRABASSADA I SAVINOSA;87;H;ESPANYA;1
CALA ROMANA;85;H;ESPANYA;1
SANT PERE I SANT PAU;94;H;ESPANYA;2
SANT SALVADOR;98;H;ESPANYA;1
MONNARS;84;D;ESPANYA;2
MONNARS;89;H;ESPANYA;2
FERRAN;67;D;ESPANYA;1
FERRAN;61;H;ESPANYA;1
TORREFORTA;99;H;ESPANYA;1
BONAVISTA;88;H;ESPANYA;9
MONNARS;38;D;ESTRANGER;2
PINEDES (LES);70;H;ESPANYA;1
PINEDES (LES);67;D;ESPANYA;1
ARRABASSADA I SAVINOSA;78;D;ESTRANGER;1
MONNARS;71;H;ESTRANGER;4
MONTGONS (ELS);11;H;ESTRANGER;7
BOSCOS DE TARRAGONA (ELS);58;H;ESTRANGER;1
FERRAN;59;D;ESPANYA;1
FERRAN;45;D;ESPANYA;1
TAMARIT;26;D;ESTRANGER;2
CAMPSA;2;H;ESPANYA;10
CALA ROMANA;20;H;ESPANYA;6
CALA ROMANA;65;H;ESTRANGER;2
SANT PERE I SANT PAU;17;H;ESTRANGER;23
MONNARS;34;D;ESTRANGER;2
ARRABASSADA I SAVINOSA;5;H;ESTRANGER;3
MONNARS;20;D;ESPANYA;13
OLIVA (L`);25;D;ESPANYA;1
MONNARS;67;H;ESTRANGER;1
CALA ROMANA;43;D;ESPANYA;3
TAMARIT;2;H;ESPANYA;6
CAMPSA;4;H;ESPANYA;4
MONNARS;14;H;ESTRANGER;2
BOSCOS DE TARRAGONA (ELS);8;H;ESTRANGER;2
CALA ROMANA;20;D;ESPANYA;5
ARRABASSADA I SAVINOSA;31;H;ESTRANGER;4
ARRABASSADA I SAVINOSA;2;H;ESTRANGER;3
PINEDES (LES);25;H;ESPANYA;1
BOSCOS DE TARRAGONA (ELS);65;H;ESTRANGER;2
ARRABASSADA I SAVINOSA;77;D;ESTRANGER;1
MONTGONS (ELS);30;D;ESTRANGER;4
ARRABASSADA I SAVINOSA;1;H;ESPANYA;20
BOSCOS DE TARRAGONA (ELS);18;H;ESPANYA;11
MONNARS;47;D;ESTRANGER;1
TAMARIT;60;D;ESTRANGER;5
CALA ROMANA;6;H;ESTRANGER;1
CAMPSA;21;D;ESTRANGER;7
BONAVISTA;92;D;ESTRANGER;2
SANT SALVADOR;19;H;ESTRANGER;11
CAMPSA;19;H;ESPANYA;6
ARRABASSADA I SAVINOSA;7;H;ESTRANGER;4
MONNARS;73;D;ESTRANGER;2
FERRAN;21;D;ESPANYA;1
BONAVISTA;88;H;ESTRANGER;1
SANT SALVADOR;1;D;ESTRANGER;12
SANT SALVADOR;18;H;ESTRANGER;8
BONAVISTA;1;D;ESPANYA;20
ARRABASSADA I SAVINOSA;54;H;ESTRANGER;3
MONTGONS (ELS);1;D;ESTRANGER;6
TAMARIT;75;H;ESTRANGER;1
TAMARIT;18;H;ESTRANGER;2
ARRABASSADA I SAVINOSA;61;H;ESTRANGER;2
ARRABASSADA I SAVINOSA;9;D;ESTRANGER;3
BONAVISTA;1;H;ESTRANGER;22
CAMPSA;18;D;ESTRANGER;3
BONAVISTA;62;D;ESTRANGER;3
SANT PERE I SANT PAU;1;D;ESTRANGER;8
CALA ROMANA;55;H;ESTRANGER;1
MONNARS;74;H;ESTRANGER;1
MONNARS;18;H;ESPANYA;12
ARRABASSADA I SAVINOSA;26;H;ESTRANGER;2
SANT SALVADOR;0;H;ESTRANGER;6
TAMARIT;64;H;ESTRANGER;1
CAMPSA;79;H;ESTRANGER;1
FERRAN;3;H;ESPANYA;1
TARRAGONA;0;D;ESPANYA;169
BOSCOS DE TARRAGONA (ELS);11;D;ESTRANGER;1
TAMARIT;0;H;ESTRANGER;1
TAMARIT;50;H;ESTRANGER;1
CALA ROMANA;47;H;ESTRANGER;1
TAMARIT;9;H;ESTRANGER;3
FERRAN;75;H;ESTRANGER;1
MONTGONS (ELS);25;D;ESTRANGER;5
BOSCOS DE TARRAGONA (ELS);45;H;ESTRANGER;2
CAMPSA;60;H;ESTRANGER;2
ARRABASSADA I SAVINOSA;16;H;ESTRANGER;3
ARRABASSADA I SAVINOSA;90;H;ESTRANGER;1
BONAVISTA;68;H;ESTRANGER;1
SANT SALVADOR;81;H;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);85;H;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);1;H;ESTRANGER;1
SANT PERE I SANT PAU;82;D;ESTRANGER;2
ARRABASSADA I SAVINOSA;80;D;ESTRANGER;1
ARRABASSADA I SAVINOSA;71;H;ESTRANGER;1
CALA ROMANA;83;H;ESTRANGER;1
CAMPSA;12;D;ESTRANGER;1
SANT PERE I SANT PAU;0;H;ESTRANGER;10
SANT PERE I SANT PAU;88;D;ESTRANGER;1
MONTGONS (ELS);71;H;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);28;H;ESTRANGER;2
MONTGONS (ELS);6;H;ESTRANGER;1
TAMARIT;17;D;ESTRANGER;2
FERRAN;58;H;ESPANYA;1
OLIVA (L`);57;H;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);43;D;ESTRANGER;2
CALA ROMANA;24;H;ESTRANGER;1
CALA ROMANA;26;D;ESPANYA;1
PINEDES (LES);12;D;ESTRANGER;1
TAMARIT;45;H;ESTRANGER;1
TAMARIT;0;D;ESTRANGER;1
TARRAGONA;54;D;ESPANYA;418
SANT PERE I SANT PAU;59;H;ESPANYA;105
SANT PERE I SANT PAU;52;D;ESPANYA;109
TARRAGONA;70;H;ESPANYA;315
SANT PERE I SANT PAU;29;H;ESPANYA;54
TARRAGONA;94;H;ESPANYA;35
SANT PERE I SANT PAU;74;H;ESTRANGER;5
MONTGONS (ELS);59;D;ESTRANGER;4
TORREFORTA;54;H;ESPANYA;139
MONNARS;66;H;ESPANYA;15
SANT SALVADOR;61;D;ESPANYA;36
TORREFORTA;39;H;ESPANYA;75
TORREFORTA;68;D;ESPANYA;111
TARRAGONA;79;H;ESPANYA;251
SANT PERE I SANT PAU;33;D;ESPANYA;66
SANT PERE I SANT PAU;28;D;ESPANYA;58
TARRAGONA;66;H;ESPANYA;347
TARRAGONA;61;D;ESPANYA;466
TARRAGONA;78;H;ESPANYA;253
TARRAGONA;58;H;ESPANYA;387
TARRAGONA;28;D;ESPANYA;357
MONNARS;82;D;ESPANYA;8
TORREFORTA;56;D;ESPANYA;132
TARRAGONA;90;D;ESPANYA;150
BONAVISTA;69;H;ESPANYA;39
SANT SALVADOR;27;H;ESPANYA;25
TARRAGONA;30;H;ESPANYA;337
TARRAGONA;63;D;ESPANYA;424
TARRAGONA;64;D;ESPANYA;433
ARRABASSADA I SAVINOSA;60;D;ESPANYA;24
BONAVISTA;50;D;ESPANYA;57
BONAVISTA;53;H;ESPANYA;42
SANT PERE I SANT PAU;62;D;ESPANYA;82
TARRAGONA;78;D;ESPANYA;336
TARRAGONA;67;D;ESPANYA;419
TAMARIT;76;D;ESTRANGER;5
SANT PERE I SANT PAU;84;H;ESTRANGER;2
TARRAGONA;49;H;ESPANYA;401
SANT PERE I SANT PAU;42;D;ESTRANGER;39
TARRAGONA;48;D;ESTRANGER;108
BONAVISTA;49;H;ESPANYA;57
TARRAGONA;88;D;ESPANYA;236
TORREFORTA;48;H;ESPANYA;135
TORREFORTA;77;D;ESPANYA;73
ARRABASSADA I SAVINOSA;53;D;ESPANYA;45
MONNARS;58;D;ESPANYA;22
BONAVISTA;48;H;ESTRANGER;27
ARRABASSADA I SAVINOSA;61;D;ESPANYA;22
SANT PERE I SANT PAU;50;D;ESPANYA;154
TARRAGONA;81;D;ESPANYA;301
TARRAGONA;63;H;ESTRANGER;43
TARRAGONA;35;D;ESTRANGER;176
TARRAGONA;91;D;ESPANYA;159
MONNARS;78;H;ESPANYA;9
TARRAGONA;25;H;ESPANYA;289
BONAVISTA;82;D;ESPANYA;30
BONAVISTA;47;H;ESPANYA;68
TORREFORTA;25;D;ESPANYA;92
CAMPSA;24;D;ESPANYA;5
TORREFORTA;47;H;ESPANYA;132
FERRAN;24;D;ESPANYA;3
TORREFORTA;76;H;ESPANYA;70
TORREFORTA;86;H;ESPANYA;33
TORREFORTA;42;H;ESPANYA;89
BONAVISTA;75;D;ESPANYA;37
TARRAGONA;83;D;ESPANYA;227
TARRAGONA;42;D;ESPANYA;345
TORREFORTA;41;H;ESPANYA;91
BONAVISTA;70;H;ESPANYA;28
SANT PERE I SANT PAU;94;D;ESPANYA;11
SANT SALVADOR;70;H;ESPANYA;15
TARRAGONA;60;D;ESTRANGER;68
SANT SALVADOR;53;H;ESPANYA;40
ARRABASSADA I SAVINOSA;55;H;ESPANYA;38
BONAVISTA;23;D;ESPANYA;43
MONNARS;49;D;ESPANYA;18
MONTGONS (ELS);54;D;ESPANYA;13
CAMPSA;46;H;ESTRANGER;11
BOSCOS DE TARRAGONA (ELS);56;H;ESPANYA;6
BONAVISTA;74;D;ESPANYA;30
ARRABASSADA I SAVINOSA;61;H;ESPANYA;19
ARRABASSADA I SAVINOSA;28;H;ESPANYA;7
ARRABASSADA I SAVINOSA;25;H;ESPANYA;14
CALA ROMANA;42;D;ESPANYA;3
SANT PERE I SANT PAU;39;D;ESPANYA;79
TORREFORTA;22;H;ESPANYA;125
TARRAGONA;22;H;ESPANYA;272
SANT PERE I SANT PAU;84;D;ESTRANGER;4
TORREFORTA;76;D;ESPANYA;77
TARRAGONA;60;H;ESTRANGER;64
SANT PERE I SANT PAU;42;D;ESPANYA;93
ARRABASSADA I SAVINOSA;47;H;ESPANYA;40
TARRAGONA;55;H;ESTRANGER;72
BOSCOS DE TARRAGONA (ELS);55;H;ESPANYA;8
TORREFORTA;54;H;ESTRANGER;52
SANT SALVADOR;36;D;ESPANYA;28
BOSCOS DE TARRAGONA (ELS);79;D;ESPANYA;5
ARRABASSADA I SAVINOSA;72;H;ESPANYA;12
CAMPSA;61;H;ESPANYA;9
SANT PERE I SANT PAU;50;H;ESTRANGER;24
SANT SALVADOR;59;H;ESPANYA;43
BONAVISTA;75;H;ESPANYA;20
ARRABASSADA I SAVINOSA;85;H;ESPANYA;2
BONAVISTA;45;D;ESPANYA;47
SANT SALVADOR;63;D;ESPANYA;36
MONTGONS (ELS);49;D;ESTRANGER;7
SANT PERE I SANT PAU;69;H;ESPANYA;57
SANT PERE I SANT PAU;40;D;ESPANYA;89
ARRABASSADA I SAVINOSA;57;H;ESTRANGER;2
SANT SALVADOR;42;D;ESTRANGER;26
MONTGONS (ELS);71;D;ESPANYA;4
TARRAGONA;95;D;ESPANYA;57
SANT SALVADOR;46;H;ESPANYA;43
ARRABASSADA I SAVINOSA;69;D;ESTRANGER;3
MONTGONS (ELS);63;D;ESPANYA;14
TORREFORTA;87;H;ESPANYA;22
CALA ROMANA;62;D;ESPANYA;3
BONAVISTA;70;D;ESTRANGER;5
TARRAGONA;64;D;ESTRANGER;49
MONNARS;40;H;ESPANYA;6
TORREFORTA;59;D;ESTRANGER;37
MONNARS;52;D;ESPANYA;10
SANT PERE I SANT PAU;28;H;ESTRANGER;38
BONAVISTA;21;D;ESPANYA;43
TAMARIT;90;H;ESPANYA;1
SANT PERE I SANT PAU;48;H;ESTRANGER;17
BONAVISTA;44;H;ESPANYA;64
SANT PERE I SANT PAU;68;H;ESTRANGER;4
SANT SALVADOR;56;H;ESTRANGER;11
MONNARS;69;H;ESPANYA;16
SANT PERE I SANT PAU;44;D;ESPANYA;111
TORREFORTA;79;H;ESTRANGER;3
TORREFORTA;51;D;ESTRANGER;49
SANT SALVADOR;22;D;ESPANYA;41
TAMARIT;62;H;ESTRANGER;2
TAMARIT;25;H;ESTRANGER;2
CAMPSA;43;H;ESPANYA;7
SANT SALVADOR;73;D;ESTRANGER;6
MONTGONS (ELS);92;D;ESPANYA;1
TORREFORTA;66;H;ESTRANGER;19
TARRAGONA;95;H;ESPANYA;25
SANT SALVADOR;22;H;ESTRANGER;18
TAMARIT;66;D;ESPANYA;12
TARRAGONA;72;H;ESTRANGER;11
TORREFORTA;29;D;ESPANYA;77
SANT SALVADOR;26;H;ESTRANGER;27
TARRAGONA;24;H;ESTRANGER;157
TORREFORTA;78;H;ESPANYA;45
SANT SALVADOR;62;H;ESTRANGER;11
BOSCOS DE TARRAGONA (ELS);22;H;ESPANYA;5
ARRABASSADA I SAVINOSA;25;D;ESPANYA;11
CAMPSA;79;H;ESPANYA;5
TAMARIT;67;H;ESPANYA;17
SANT PERE I SANT PAU;71;H;ESTRANGER;4
TARRAGONA;72;D;ESTRANGER;30
MONTGONS (ELS);74;H;ESPANYA;8
ARRABASSADA I SAVINOSA;46;H;ESTRANGER;7
BONAVISTA;20;H;ESPANYA;58
ARRABASSADA I SAVINOSA;46;D;ESPANYA;38
TARRAGONA;78;D;ESTRANGER;16
SANT PERE I SANT PAU;23;H;ESTRANGER;19
TAMARIT;56;D;ESPANYA;19
SANT SALVADOR;82;H;ESPANYA;12
MONTGONS (ELS);51;H;ESTRANGER;7
CAMPSA;54;D;ESTRANGER;3
SANT PERE I SANT PAU;43;H;ESPANYA;112
MONNARS;26;D;ESPANYA;9
TARRAGONA;57;D;ESTRANGER;69
TAMARIT;54;D;ESPANYA;18
TAMARIT;47;D;ESTRANGER;2
ARRABASSADA I SAVINOSA;63;D;ESTRANGER;4
BONAVISTA;59;D;ESTRANGER;12
ARRABASSADA I SAVINOSA;45;H;ESPANYA;37
MONNARS;81;D;ESTRANGER;1
TORREFORTA;84;H;ESTRANGER;2
ARRABASSADA I SAVINOSA;44;D;ESPANYA;36
MONTGONS (ELS);65;H;ESPANYA;9
CALA ROMANA;73;H;ESPANYA;7
ARRABASSADA I SAVINOSA;69;D;ESPANYA;15
ARRABASSADA I SAVINOSA;64;D;ESPANYA;18
BOSCOS DE TARRAGONA (ELS);50;H;ESPANYA;8
TARRAGONA;27;D;ESTRANGER;158
TARRAGONA;97;D;ESPANYA;35
ARRABASSADA I SAVINOSA;56;D;ESTRANGER;3
TARRAGONA;19;H;ESPANYA;252
MONNARS;50;H;ESPANYA;9
SANT SALVADOR;77;H;ESPANYA;26
SANT PERE I SANT PAU;19;D;ESPANYA;92
SANT PERE I SANT PAU;18;D;ESPANYA;91
SANT SALVADOR;59;D;ESTRANGER;8
MONTGONS (ELS);41;H;ESTRANGER;12
SANT PERE I SANT PAU;67;H;ESTRANGER;9
SANT PERE I SANT PAU;27;D;ESTRANGER;20
TARRAGONA;70;D;ESTRANGER;34
SANT SALVADOR;34;H;ESTRANGER;37
TORREFORTA;24;H;ESTRANGER;65
TORREFORTA;64;D;ESTRANGER;15
BONAVISTA;26;H;ESPANYA;38
BONAVISTA;25;H;ESTRANGER;31
BONAVISTA;61;D;ESTRANGER;9
TAMARIT;75;D;ESPANYA;11
ARRABASSADA I SAVINOSA;31;D;ESPANYA;14
TARRAGONA;27;H;ESTRANGER;178
TORREFORTA;17;D;ESPANYA;119
SANT PERE I SANT PAU;16;D;ESPANYA;103
SANT SALVADOR;16;H;ESPANYA;56
TARRAGONA;17;H;ESPANYA;278
BONAVISTA;52;H;ESTRANGER;15
SANT SALVADOR;17;H;ESPANYA;59
ARRABASSADA I SAVINOSA;17;D;ESPANYA;29
SANT PERE I SANT PAU;32;H;ESTRANGER;38
BONAVISTA;18;H;ESPANYA;55
TAMARIT;16;H;ESPANYA;11
ARRABASSADA I SAVINOSA;47;D;ESTRANGER;8
SANT PERE I SANT PAU;91;H;ESPANYA;11
ARRABASSADA I SAVINOSA;78;D;ESPANYA;11
BOSCOS DE TARRAGONA (ELS);42;D;ESPANYA;5
SANT PERE I SANT PAU;93;D;ESPANYA;8
BONAVISTA;18;D;ESPANYA;65
CALA ROMANA;70;D;ESTRANGER;1
BOSCOS DE TARRAGONA (ELS);58;D;ESPANYA;9
MONTGONS (ELS);55;D;ESTRANGER;7
BONAVISTA;54;H;ESTRANGER;24
ARRABASSADA I SAVINOSA;75;D;ESPANYA;15
TORREFORTA;15;H;ESPANYA;129
MONTGONS (ELS);16;H;ESPANYA;12
TORREFORTA;72;D;ESTRANGER;12
TAMARIT;15;D;ESPANYA;8
SANT PERE I SANT PAU;73;H;ESPANYA;70
TAMARIT;40;H;ESPANYA;8
TORREFORTA;20;D;ESTRANGER;35
CALA ROMANA;17;H;ESPANYA;5
BONAVISTA;32;D;ESTRANGER;25
CAMPSA;64;D;ESTRANGER;1
TORREFORTA;16;H;ESTRANGER;39
ARRABASSADA I SAVINOSA;43;H;ESPANYA;35
ARRABASSADA I SAVINOSA;58;H;ESTRANGER;2
MONTGONS (ELS);36;H;ESPANYA;11
CAMPSA;50;D;ESTRANGER;4
SANT PERE I SANT PAU;80;D;ESTRANGER;5
ARRABASSADA I SAVINOSA;75;H;ESPANYA;12
