comunitatsAut;provincia;municipi;tipus;periode;total;año;mes
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas;2024M11;0;2024;11
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas;2024M08;4;2024;08
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas;2024M02;4;2024;02
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas;2023M08;9;2023;08
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas;2023M02;17;2023;02
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas;2022M08;18;2022;08
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas;2022M02;8;2022;02
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas;2021M08;12;2021;08
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas;2021M02;4;2021;02
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas;2020M08;4;2020;08
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas por vivienda turística;2024M11;..;2024;11
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas por vivienda turística;2024M08;4;2024;08
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas por vivienda turística;2024M02;4;2024;02
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas por vivienda turística;2023M08;4,5;2023;08
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas por vivienda turística;2023M02;5,67;2023;02
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas por vivienda turística;2022M08;6;2022;08
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas por vivienda turística;2022M02;8;2022;02
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas por vivienda turística;2021M08;6;2021;08
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas por vivienda turística;2021M02;4;2021;02
09 Cataluña;43 Tarragona;43130 Rocafort de Queralt;Plazas por vivienda turística;2020M08;4;2020;08
09 Cataluña;43 Tarragona;43131 Roda de Berà;Viviendas turísticas;2024M11;181;2024;11
09 Cataluña;43 Tarragona;43131 Roda de Berà;Viviendas turísticas;2024M08;222;2024;08
09 Cataluña;43 Tarragona;43131 Roda de Berà;Viviendas turísticas;2024M02;198;2024;02
09 Cataluña;43 Tarragona;43131 Roda de Berà;Viviendas turísticas;2023M08;210;2023;08
09 Cataluña;43 Tarragona;43131 Roda de Berà;Viviendas turísticas;2023M02;165;2023;02
09 Cataluña;43 Tarragona;43131 Roda de Berà;Viviendas turísticas;2022M08;198;2022;08
09 Cataluña;43 Tarragona;43131 Roda de Berà;Viviendas turísticas;2022M02;156;2022;02
09 Cataluña;43 Tarragona;43131 Roda de Berà;Viviendas turísticas;2021M08;192;2021;08
09 Cataluña;43 Tarragona;43131 Roda de Berà;Viviendas turísticas;2021M02;158;2021;02
09 Cataluña;43 Tarragona;43131 Roda de Berà;Viviendas turísticas;2020M08;205;2020;08
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas;2024M11;1.222;2024;11
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas;2024M08;1.529;2024;08
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas;2024M02;1.368;2024;02
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas;2023M08;1.453;2023;08
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas;2023M02;1.100;2023;02
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas;2022M08;1.357;2022;08
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas;2022M02;1.045;2022;02
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas;2021M08;1.314;2021;08
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas;2021M02;1.068;2021;02
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas;2020M08;1.412;2020;08
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas por vivienda turística;2024M11;6,75;2024;11
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas por vivienda turística;2024M08;6,89;2024;08
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas por vivienda turística;2024M02;6,91;2024;02
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas por vivienda turística;2023M08;6,92;2023;08
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas por vivienda turística;2023M02;6,67;2023;02
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas por vivienda turística;2022M08;6,85;2022;08
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas por vivienda turística;2022M02;6,7;2022;02
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas por vivienda turística;2021M08;6,84;2021;08
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas por vivienda turística;2021M02;6,76;2021;02
09 Cataluña;43 Tarragona;43131 Roda de Berà;Plazas por vivienda turística;2020M08;6,89;2020;08
09 Cataluña;43 Tarragona;43132 Rodonyà;Viviendas turísticas;2024M11;3;2024;11
09 Cataluña;43 Tarragona;43132 Rodonyà;Viviendas turísticas;2024M08;4;2024;08
09 Cataluña;43 Tarragona;43132 Rodonyà;Viviendas turísticas;2024M02;3;2024;02
09 Cataluña;43 Tarragona;43132 Rodonyà;Viviendas turísticas;2023M08;4;2023;08
09 Cataluña;43 Tarragona;43132 Rodonyà;Viviendas turísticas;2023M02;4;2023;02
09 Cataluña;43 Tarragona;43132 Rodonyà;Viviendas turísticas;2022M08;5;2022;08
09 Cataluña;43 Tarragona;43132 Rodonyà;Viviendas turísticas;2022M02;5;2022;02
09 Cataluña;43 Tarragona;43132 Rodonyà;Viviendas turísticas;2021M08;5;2021;08
09 Cataluña;43 Tarragona;43132 Rodonyà;Viviendas turísticas;2021M02;5;2021;02
09 Cataluña;43 Tarragona;43132 Rodonyà;Viviendas turísticas;2020M08;5;2020;08
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas;2024M11;12;2024;11
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas;2024M08;17;2024;08
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas;2024M02;12;2024;02
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas;2023M08;19;2023;08
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas;2023M02;21;2023;02
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas;2022M08;26;2022;08
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas;2022M02;26;2022;02
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas;2021M08;26;2021;08
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas;2021M02;30;2021;02
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas;2020M08;28;2020;08
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas por vivienda turística;2024M11;4;2024;11
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas por vivienda turística;2024M08;4,25;2024;08
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas por vivienda turística;2024M02;4;2024;02
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas por vivienda turística;2023M08;4,75;2023;08
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas por vivienda turística;2023M02;5,25;2023;02
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas por vivienda turística;2022M08;5,2;2022;08
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas por vivienda turística;2022M02;5,2;2022;02
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas por vivienda turística;2021M08;5,2;2021;08
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas por vivienda turística;2021M02;6;2021;02
09 Cataluña;43 Tarragona;43132 Rodonyà;Plazas por vivienda turística;2020M08;5,6;2020;08
09 Cataluña;43 Tarragona;43133 Roquetes;Viviendas turísticas;2024M11;13;2024;11
09 Cataluña;43 Tarragona;43133 Roquetes;Viviendas turísticas;2024M08;14;2024;08
09 Cataluña;43 Tarragona;43133 Roquetes;Viviendas turísticas;2024M02;13;2024;02
09 Cataluña;43 Tarragona;43133 Roquetes;Viviendas turísticas;2023M08;13;2023;08
09 Cataluña;43 Tarragona;43133 Roquetes;Viviendas turísticas;2023M02;12;2023;02
09 Cataluña;43 Tarragona;43133 Roquetes;Viviendas turísticas;2022M08;12;2022;08
09 Cataluña;43 Tarragona;43133 Roquetes;Viviendas turísticas;2022M02;16;2022;02
09 Cataluña;43 Tarragona;43133 Roquetes;Viviendas turísticas;2021M08;17;2021;08
09 Cataluña;43 Tarragona;43133 Roquetes;Viviendas turísticas;2021M02;10;2021;02
09 Cataluña;43 Tarragona;43133 Roquetes;Viviendas turísticas;2020M08;8;2020;08
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas;2024M11;63;2024;11
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas;2024M08;68;2024;08
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas;2024M02;54;2024;02
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas;2023M08;60;2023;08
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas;2023M02;58;2023;02
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas;2022M08;62;2022;08
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas;2022M02;82;2022;02
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas;2021M08;88;2021;08
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas;2021M02;49;2021;02
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas;2020M08;49;2020;08
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas por vivienda turística;2024M11;4,85;2024;11
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas por vivienda turística;2024M08;4,86;2024;08
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas por vivienda turística;2024M02;4,15;2024;02
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas por vivienda turística;2023M08;4,62;2023;08
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas por vivienda turística;2023M02;4,83;2023;02
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas por vivienda turística;2022M08;5,17;2022;08
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas por vivienda turística;2022M02;5,13;2022;02
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas por vivienda turística;2021M08;5,18;2021;08
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas por vivienda turística;2021M02;4,9;2021;02
09 Cataluña;43 Tarragona;43133 Roquetes;Plazas por vivienda turística;2020M08;6,13;2020;08
09 Cataluña;43 Tarragona;43134 Rourell, El;Viviendas turísticas;2024M11;0;2024;11
09 Cataluña;43 Tarragona;43134 Rourell, El;Viviendas turísticas;2024M08;1;2024;08
09 Cataluña;43 Tarragona;43134 Rourell, El;Viviendas turísticas;2024M02;1;2024;02
09 Cataluña;43 Tarragona;43134 Rourell, El;Viviendas turísticas;2023M08;1;2023;08
09 Cataluña;43 Tarragona;43134 Rourell, El;Viviendas turísticas;2023M02;1;2023;02
09 Cataluña;43 Tarragona;43134 Rourell, El;Viviendas turísticas;2022M08;1;2022;08
09 Cataluña;43 Tarragona;43134 Rourell, El;Viviendas turísticas;2022M02;1;2022;02
09 Cataluña;43 Tarragona;43134 Rourell, El;Viviendas turísticas;2021M08;1;2021;08
09 Cataluña;43 Tarragona;43134 Rourell, El;Viviendas turísticas;2021M02;1;2021;02
09 Cataluña;43 Tarragona;43134 Rourell, El;Viviendas turísticas;2020M08;1;2020;08
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas;2024M11;0;2024;11
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas;2024M08;9;2024;08
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas;2024M02;9;2024;02
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas;2023M08;9;2023;08
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas;2023M02;9;2023;02
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas;2022M08;9;2022;08
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas;2022M02;9;2022;02
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas;2021M08;9;2021;08
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas;2021M02;9;2021;02
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas;2020M08;9;2020;08
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas por vivienda turística;2024M11;..;2024;11
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas por vivienda turística;2024M08;9;2024;08
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas por vivienda turística;2024M02;9;2024;02
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas por vivienda turística;2023M08;9;2023;08
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas por vivienda turística;2023M02;9;2023;02
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas por vivienda turística;2022M08;9;2022;08
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas por vivienda turística;2022M02;9;2022;02
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas por vivienda turística;2021M08;9;2021;08
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas por vivienda turística;2021M02;9;2021;02
09 Cataluña;43 Tarragona;43134 Rourell, El;Plazas por vivienda turística;2020M08;9;2020;08
09 Cataluña;43 Tarragona;43136 Ràpita, La;Viviendas turísticas;2024M11;357;2024;11
09 Cataluña;43 Tarragona;43136 Ràpita, La;Viviendas turísticas;2024M08;380;2024;08
09 Cataluña;43 Tarragona;43136 Ràpita, La;Viviendas turísticas;2024M02;298;2024;02
09 Cataluña;43 Tarragona;43136 Ràpita, La;Viviendas turísticas;2023M08;316;2023;08
09 Cataluña;43 Tarragona;43136 Ràpita, La;Viviendas turísticas;2023M02;252;2023;02
09 Cataluña;43 Tarragona;43136 Ràpita, La;Viviendas turísticas;2022M08;279;2022;08
09 Cataluña;43 Tarragona;43136 Ràpita, La;Viviendas turísticas;2022M02;201;2022;02
09 Cataluña;43 Tarragona;43136 Ràpita, La;Viviendas turísticas;2021M08;239;2021;08
09 Cataluña;43 Tarragona;43136 Ràpita, La;Viviendas turísticas;2021M02;204;2021;02
09 Cataluña;43 Tarragona;43136 Ràpita, La;Viviendas turísticas;2020M08;231;2020;08
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas;2024M11;1.885;2024;11
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas;2024M08;2.015;2024;08
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas;2024M02;1.528;2024;02
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas;2023M08;1.652;2023;08
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas;2023M02;1.332;2023;02
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas;2022M08;1.455;2022;08
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas;2022M02;1.054;2022;02
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas;2021M08;1.257;2021;08
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas;2021M02;1.073;2021;02
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas;2020M08;1.238;2020;08
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas por vivienda turística;2024M11;5,28;2024;11
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas por vivienda turística;2024M08;5,3;2024;08
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas por vivienda turística;2024M02;5,13;2024;02
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas por vivienda turística;2023M08;5,23;2023;08
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas por vivienda turística;2023M02;5,29;2023;02
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas por vivienda turística;2022M08;5,22;2022;08
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas por vivienda turística;2022M02;5,24;2022;02
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas por vivienda turística;2021M08;5,26;2021;08
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas por vivienda turística;2021M02;5,26;2021;02
09 Cataluña;43 Tarragona;43136 Ràpita, La;Plazas por vivienda turística;2020M08;5,36;2020;08
09 Cataluña;43 Tarragona;43135 Salomó;Viviendas turísticas;2024M11;1;2024;11
09 Cataluña;43 Tarragona;43135 Salomó;Viviendas turísticas;2024M08;1;2024;08
09 Cataluña;43 Tarragona;43135 Salomó;Viviendas turísticas;2024M02;1;2024;02
09 Cataluña;43 Tarragona;43135 Salomó;Viviendas turísticas;2023M08;0;2023;08
09 Cataluña;43 Tarragona;43135 Salomó;Viviendas turísticas;2023M02;2;2023;02
09 Cataluña;43 Tarragona;43135 Salomó;Viviendas turísticas;2022M08;3;2022;08
09 Cataluña;43 Tarragona;43135 Salomó;Viviendas turísticas;2022M02;3;2022;02
09 Cataluña;43 Tarragona;43135 Salomó;Viviendas turísticas;2021M08;5;2021;08
09 Cataluña;43 Tarragona;43135 Salomó;Viviendas turísticas;2021M02;5;2021;02
09 Cataluña;43 Tarragona;43135 Salomó;Viviendas turísticas;2020M08;5;2020;08
09 Cataluña;43 Tarragona;43135 Salomó;Plazas;2024M11;2;2024;11
09 Cataluña;43 Tarragona;43135 Salomó;Plazas;2024M08;2;2024;08
09 Cataluña;43 Tarragona;43135 Salomó;Plazas;2024M02;2;2024;02
09 Cataluña;43 Tarragona;43135 Salomó;Plazas;2023M08;0;2023;08
09 Cataluña;43 Tarragona;43135 Salomó;Plazas;2023M02;10;2023;02
09 Cataluña;43 Tarragona;43135 Salomó;Plazas;2022M08;19;2022;08
09 Cataluña;43 Tarragona;43135 Salomó;Plazas;2022M02;12;2022;02
09 Cataluña;43 Tarragona;43135 Salomó;Plazas;2021M08;23;2021;08
09 Cataluña;43 Tarragona;43135 Salomó;Plazas;2021M02;23;2021;02
09 Cataluña;43 Tarragona;43135 Salomó;Plazas;2020M08;23;2020;08
09 Cataluña;43 Tarragona;43135 Salomó;Plazas por vivienda turística;2024M11;2;2024;11
09 Cataluña;43 Tarragona;43135 Salomó;Plazas por vivienda turística;2024M08;2;2024;08
09 Cataluña;43 Tarragona;43135 Salomó;Plazas por vivienda turística;2024M02;2;2024;02
09 Cataluña;43 Tarragona;43135 Salomó;Plazas por vivienda turística;2023M08;;2023;08
09 Cataluña;43 Tarragona;43135 Salomó;Plazas por vivienda turística;2023M02;5;2023;02
09 Cataluña;43 Tarragona;43135 Salomó;Plazas por vivienda turística;2022M08;6,33;2022;08
09 Cataluña;43 Tarragona;43135 Salomó;Plazas por vivienda turística;2022M02;4;2022;02
09 Cataluña;43 Tarragona;43135 Salomó;Plazas por vivienda turística;2021M08;4,6;2021;08
09 Cataluña;43 Tarragona;43135 Salomó;Plazas por vivienda turística;2021M02;4,6;2021;02
09 Cataluña;43 Tarragona;43135 Salomó;Plazas por vivienda turística;2020M08;4,6;2020;08
09 Cataluña;43 Tarragona;43905 Salou;Viviendas turísticas;2024M11;2.194;2024;11
09 Cataluña;43 Tarragona;43905 Salou;Viviendas turísticas;2024M08;2.708;2024;08
09 Cataluña;43 Tarragona;43905 Salou;Viviendas turísticas;2024M02;2.407;2024;02
09 Cataluña;43 Tarragona;43905 Salou;Viviendas turísticas;2023M08;2.593;2023;08
09 Cataluña;43 Tarragona;43905 Salou;Viviendas turísticas;2023M02;1.927;2023;02
09 Cataluña;43 Tarragona;43905 Salou;Viviendas turísticas;2022M08;2.286;2022;08
09 Cataluña;43 Tarragona;43905 Salou;Viviendas turísticas;2022M02;1.959;2022;02
