comunitatsAut;provincia;municipi;tipus;periode;total;año;mes
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas;2024M02;3;2024;02
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas;2023M08;3;2023;08
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas;2023M02;3;2023;02
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas;2022M08;11;2022;08
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas;2022M02;14;2022;02
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas;2021M08;8;2021;08
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas;2021M02;8;2021;02
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas;2020M08;0;2020;08
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas por vivienda turística;2024M11;5,5;2024;11
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas por vivienda turística;2024M08;5,5;2024;08
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas por vivienda turística;2024M02;3;2024;02
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas por vivienda turística;2023M08;3;2023;08
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas por vivienda turística;2023M02;3;2023;02
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas por vivienda turística;2022M08;5,5;2022;08
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas por vivienda turística;2022M02;4,67;2022;02
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas por vivienda turística;2021M08;8;2021;08
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas por vivienda turística;2021M02;8;2021;02
09 Cataluña;43 Tarragona;43108 Pla de Santa Maria, El;Plazas por vivienda turística;2020M08;;2020;08
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Viviendas turísticas;2024M11;1;2024;11
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Viviendas turísticas;2024M08;0;2024;08
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Viviendas turísticas;2024M02;0;2024;02
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Viviendas turísticas;2023M08;0;2023;08
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Viviendas turísticas;2023M02;0;2023;02
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Viviendas turísticas;2022M08;0;2022;08
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Viviendas turísticas;2022M02;0;2022;02
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Viviendas turísticas;2021M08;0;2021;08
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Viviendas turísticas;2021M02;0;2021;02
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Viviendas turísticas;2020M08;0;2020;08
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas;2024M11;5;2024;11
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas;2024M08;0;2024;08
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas;2024M02;0;2024;02
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas;2023M08;0;2023;08
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas;2023M02;0;2023;02
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas;2022M08;0;2022;08
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas;2022M02;0;2022;02
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas;2021M08;0;2021;08
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas;2021M02;0;2021;02
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas;2020M08;0;2020;08
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas por vivienda turística;2024M11;5;2024;11
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas por vivienda turística;2024M08;..;2024;08
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas por vivienda turística;2024M02;..;2024;02
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas por vivienda turística;2023M08;;2023;08
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas por vivienda turística;2023M02;;2023;02
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas por vivienda turística;2022M08;;2022;08
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas por vivienda turística;2022M02;;2022;02
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas por vivienda turística;2021M08;;2021;08
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas por vivienda turística;2021M02;;2021;02
09 Cataluña;43 Tarragona;43109 Pobla de Mafumet, La;Plazas por vivienda turística;2020M08;;2020;08
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Viviendas turísticas;2024M11;2;2024;11
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Viviendas turísticas;2024M08;2;2024;08
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Viviendas turísticas;2024M02;1;2024;02
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Viviendas turísticas;2023M08;1;2023;08
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Viviendas turísticas;2023M02;1;2023;02
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Viviendas turísticas;2022M08;1;2022;08
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Viviendas turísticas;2022M02;1;2022;02
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Viviendas turísticas;2021M08;1;2021;08
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Viviendas turísticas;2021M02;0;2021;02
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Viviendas turísticas;2020M08;0;2020;08
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas;2024M11;10;2024;11
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas;2024M08;10;2024;08
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas;2024M02;12;2024;02
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas;2023M08;12;2023;08
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas;2023M02;12;2023;02
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas;2022M08;12;2022;08
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas;2022M02;12;2022;02
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas;2021M08;12;2021;08
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas;2021M02;0;2021;02
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas;2020M08;0;2020;08
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas por vivienda turística;2024M11;5;2024;11
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas por vivienda turística;2024M08;5;2024;08
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas por vivienda turística;2024M02;12;2024;02
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas por vivienda turística;2023M08;12;2023;08
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas por vivienda turística;2023M02;12;2023;02
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas por vivienda turística;2022M08;12;2022;08
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas por vivienda turística;2022M02;12;2022;02
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas por vivienda turística;2021M08;12;2021;08
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas por vivienda turística;2021M02;;2021;02
09 Cataluña;43 Tarragona;43110 Pobla de Massaluca, La;Plazas por vivienda turística;2020M08;;2020;08
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Viviendas turísticas;2024M11;26;2024;11
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Viviendas turísticas;2024M08;25;2024;08
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Viviendas turísticas;2024M02;19;2024;02
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Viviendas turísticas;2023M08;19;2023;08
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Viviendas turísticas;2023M02;18;2023;02
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Viviendas turísticas;2022M08;14;2022;08
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Viviendas turísticas;2022M02;13;2022;02
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Viviendas turísticas;2021M08;14;2021;08
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Viviendas turísticas;2021M02;13;2021;02
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Viviendas turísticas;2020M08;16;2020;08
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas;2024M11;183;2024;11
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas;2024M08;175;2024;08
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas;2024M02;142;2024;02
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas;2023M08;153;2023;08
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas;2023M02;128;2023;02
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas;2022M08;96;2022;08
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas;2022M02;95;2022;02
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas;2021M08;101;2021;08
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas;2021M02;97;2021;02
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas;2020M08;119;2020;08
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas por vivienda turística;2024M11;7,04;2024;11
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas por vivienda turística;2024M08;7;2024;08
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas por vivienda turística;2024M02;7,47;2024;02
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas por vivienda turística;2023M08;8,05;2023;08
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas por vivienda turística;2023M02;7,11;2023;02
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas por vivienda turística;2022M08;6,86;2022;08
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas por vivienda turística;2022M02;7,31;2022;02
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas por vivienda turística;2021M08;7,21;2021;08
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas por vivienda turística;2021M02;7,46;2021;02
09 Cataluña;43 Tarragona;43111 Pobla de Montornès, La;Plazas por vivienda turística;2020M08;7,44;2020;08
09 Cataluña;43 Tarragona;43112 Poboleda;Viviendas turísticas;2024M11;10;2024;11
09 Cataluña;43 Tarragona;43112 Poboleda;Viviendas turísticas;2024M08;10;2024;08
09 Cataluña;43 Tarragona;43112 Poboleda;Viviendas turísticas;2024M02;7;2024;02
09 Cataluña;43 Tarragona;43112 Poboleda;Viviendas turísticas;2023M08;7;2023;08
09 Cataluña;43 Tarragona;43112 Poboleda;Viviendas turísticas;2023M02;6;2023;02
09 Cataluña;43 Tarragona;43112 Poboleda;Viviendas turísticas;2022M08;8;2022;08
09 Cataluña;43 Tarragona;43112 Poboleda;Viviendas turísticas;2022M02;8;2022;02
09 Cataluña;43 Tarragona;43112 Poboleda;Viviendas turísticas;2021M08;12;2021;08
09 Cataluña;43 Tarragona;43112 Poboleda;Viviendas turísticas;2021M02;11;2021;02
09 Cataluña;43 Tarragona;43112 Poboleda;Viviendas turísticas;2020M08;12;2020;08
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas;2024M11;59;2024;11
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas;2024M08;59;2024;08
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas;2024M02;46;2024;02
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas;2023M08;47;2023;08
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas;2023M02;46;2023;02
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas;2022M08;55;2022;08
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas;2022M02;57;2022;02
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas;2021M08;73;2021;08
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas;2021M02;70;2021;02
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas;2020M08;73;2020;08
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas por vivienda turística;2024M11;5,9;2024;11
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas por vivienda turística;2024M08;5,9;2024;08
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas por vivienda turística;2024M02;6,57;2024;02
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas por vivienda turística;2023M08;6,71;2023;08
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas por vivienda turística;2023M02;7,67;2023;02
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas por vivienda turística;2022M08;6,88;2022;08
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas por vivienda turística;2022M02;7,13;2022;02
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas por vivienda turística;2021M08;6,08;2021;08
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas por vivienda turística;2021M02;6,36;2021;02
09 Cataluña;43 Tarragona;43112 Poboleda;Plazas por vivienda turística;2020M08;6,08;2020;08
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Viviendas turísticas;2024M11;0;2024;11
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Viviendas turísticas;2024M08;0;2024;08
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Viviendas turísticas;2024M02;0;2024;02
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Viviendas turísticas;2023M08;0;2023;08
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Viviendas turísticas;2023M02;0;2023;02
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Viviendas turísticas;2022M08;0;2022;08
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Viviendas turísticas;2022M02;0;2022;02
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Viviendas turísticas;2021M08;0;2021;08
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Viviendas turísticas;2021M02;0;2021;02
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Viviendas turísticas;2020M08;0;2020;08
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas;2024M11;0;2024;11
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas;2024M08;0;2024;08
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas;2024M02;0;2024;02
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas;2023M08;0;2023;08
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas;2023M02;0;2023;02
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas;2022M08;0;2022;08
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas;2022M02;0;2022;02
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas;2021M08;0;2021;08
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas;2021M02;0;2021;02
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas;2020M08;0;2020;08
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas por vivienda turística;2024M11;..;2024;11
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas por vivienda turística;2024M08;..;2024;08
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas por vivienda turística;2024M02;..;2024;02
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas por vivienda turística;2023M08;;2023;08
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas por vivienda turística;2023M02;;2023;02
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas por vivienda turística;2022M08;;2022;08
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas por vivienda turística;2022M02;;2022;02
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas por vivienda turística;2021M08;;2021;08
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas por vivienda turística;2021M02;;2021;02
09 Cataluña;43 Tarragona;43113 Pont d'Armentera, El;Plazas por vivienda turística;2020M08;;2020;08
09 Cataluña;43 Tarragona;43141 Pontils;Viviendas turísticas;2024M11;1;2024;11
09 Cataluña;43 Tarragona;43141 Pontils;Viviendas turísticas;2024M08;1;2024;08
09 Cataluña;43 Tarragona;43141 Pontils;Viviendas turísticas;2024M02;0;2024;02
09 Cataluña;43 Tarragona;43141 Pontils;Viviendas turísticas;2023M08;0;2023;08
09 Cataluña;43 Tarragona;43141 Pontils;Viviendas turísticas;2023M02;0;2023;02
09 Cataluña;43 Tarragona;43141 Pontils;Viviendas turísticas;2022M08;0;2022;08
09 Cataluña;43 Tarragona;43141 Pontils;Viviendas turísticas;2022M02;2;2022;02
09 Cataluña;43 Tarragona;43141 Pontils;Viviendas turísticas;2021M08;2;2021;08
09 Cataluña;43 Tarragona;43141 Pontils;Viviendas turísticas;2021M02;2;2021;02
09 Cataluña;43 Tarragona;43141 Pontils;Viviendas turísticas;2020M08;2;2020;08
09 Cataluña;43 Tarragona;43141 Pontils;Plazas;2024M11;6;2024;11
09 Cataluña;43 Tarragona;43141 Pontils;Plazas;2024M08;6;2024;08
09 Cataluña;43 Tarragona;43141 Pontils;Plazas;2024M02;0;2024;02
09 Cataluña;43 Tarragona;43141 Pontils;Plazas;2023M08;0;2023;08
09 Cataluña;43 Tarragona;43141 Pontils;Plazas;2023M02;0;2023;02
09 Cataluña;43 Tarragona;43141 Pontils;Plazas;2022M08;0;2022;08
09 Cataluña;43 Tarragona;43141 Pontils;Plazas;2022M02;23;2022;02
09 Cataluña;43 Tarragona;43141 Pontils;Plazas;2021M08;23;2021;08
09 Cataluña;43 Tarragona;43141 Pontils;Plazas;2021M02;23;2021;02
09 Cataluña;43 Tarragona;43141 Pontils;Plazas;2020M08;23;2020;08
09 Cataluña;43 Tarragona;43141 Pontils;Plazas por vivienda turística;2024M11;6;2024;11
09 Cataluña;43 Tarragona;43141 Pontils;Plazas por vivienda turística;2024M08;6;2024;08
09 Cataluña;43 Tarragona;43141 Pontils;Plazas por vivienda turística;2024M02;..;2024;02
09 Cataluña;43 Tarragona;43141 Pontils;Plazas por vivienda turística;2023M08;;2023;08
09 Cataluña;43 Tarragona;43141 Pontils;Plazas por vivienda turística;2023M02;;2023;02
09 Cataluña;43 Tarragona;43141 Pontils;Plazas por vivienda turística;2022M08;;2022;08
09 Cataluña;43 Tarragona;43141 Pontils;Plazas por vivienda turística;2022M02;11,5;2022;02
09 Cataluña;43 Tarragona;43141 Pontils;Plazas por vivienda turística;2021M08;11,5;2021;08
09 Cataluña;43 Tarragona;43141 Pontils;Plazas por vivienda turística;2021M02;11,5;2021;02
09 Cataluña;43 Tarragona;43141 Pontils;Plazas por vivienda turística;2020M08;11,5;2020;08
09 Cataluña;43 Tarragona;43114 Porrera;Viviendas turísticas;2024M11;7;2024;11
09 Cataluña;43 Tarragona;43114 Porrera;Viviendas turísticas;2024M08;7;2024;08
09 Cataluña;43 Tarragona;43114 Porrera;Viviendas turísticas;2024M02;6;2024;02
09 Cataluña;43 Tarragona;43114 Porrera;Viviendas turísticas;2023M08;7;2023;08
09 Cataluña;43 Tarragona;43114 Porrera;Viviendas turísticas;2023M02;7;2023;02
09 Cataluña;43 Tarragona;43114 Porrera;Viviendas turísticas;2022M08;6;2022;08
09 Cataluña;43 Tarragona;43114 Porrera;Viviendas turísticas;2022M02;6;2022;02
09 Cataluña;43 Tarragona;43114 Porrera;Viviendas turísticas;2021M08;5;2021;08
09 Cataluña;43 Tarragona;43114 Porrera;Viviendas turísticas;2021M02;4;2021;02
09 Cataluña;43 Tarragona;43114 Porrera;Viviendas turísticas;2020M08;3;2020;08
09 Cataluña;43 Tarragona;43114 Porrera;Plazas;2024M11;44;2024;11
09 Cataluña;43 Tarragona;43114 Porrera;Plazas;2024M08;44;2024;08
09 Cataluña;43 Tarragona;43114 Porrera;Plazas;2024M02;38;2024;02
09 Cataluña;43 Tarragona;43114 Porrera;Plazas;2023M08;42;2023;08
09 Cataluña;43 Tarragona;43114 Porrera;Plazas;2023M02;42;2023;02
09 Cataluña;43 Tarragona;43114 Porrera;Plazas;2022M08;37;2022;08
09 Cataluña;43 Tarragona;43114 Porrera;Plazas;2022M02;47;2022;02
09 Cataluña;43 Tarragona;43114 Porrera;Plazas;2021M08;26;2021;08
09 Cataluña;43 Tarragona;43114 Porrera;Plazas;2021M02;20;2021;02
09 Cataluña;43 Tarragona;43114 Porrera;Plazas;2020M08;16;2020;08
09 Cataluña;43 Tarragona;43114 Porrera;Plazas por vivienda turística;2024M11;6,29;2024;11
09 Cataluña;43 Tarragona;43114 Porrera;Plazas por vivienda turística;2024M08;6,29;2024;08
09 Cataluña;43 Tarragona;43114 Porrera;Plazas por vivienda turística;2024M02;6,33;2024;02
09 Cataluña;43 Tarragona;43114 Porrera;Plazas por vivienda turística;2023M08;6;2023;08
09 Cataluña;43 Tarragona;43114 Porrera;Plazas por vivienda turística;2023M02;6;2023;02
09 Cataluña;43 Tarragona;43114 Porrera;Plazas por vivienda turística;2022M08;6,17;2022;08
09 Cataluña;43 Tarragona;43114 Porrera;Plazas por vivienda turística;2022M02;7,83;2022;02
09 Cataluña;43 Tarragona;43114 Porrera;Plazas por vivienda turística;2021M08;5,2;2021;08
09 Cataluña;43 Tarragona;43114 Porrera;Plazas por vivienda turística;2021M02;5;2021;02
09 Cataluña;43 Tarragona;43114 Porrera;Plazas por vivienda turística;2020M08;5,33;2020;08
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Viviendas turísticas;2024M11;1;2024;11
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Viviendas turísticas;2024M08;1;2024;08
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Viviendas turísticas;2024M02;1;2024;02
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Viviendas turísticas;2023M08;1;2023;08
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Viviendas turísticas;2023M02;1;2023;02
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Viviendas turísticas;2022M08;1;2022;08
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Viviendas turísticas;2022M02;1;2022;02
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Viviendas turísticas;2021M08;1;2021;08
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Viviendas turísticas;2021M02;1;2021;02
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Viviendas turísticas;2020M08;1;2020;08
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas;2024M11;7;2024;11
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas;2024M08;7;2024;08
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas;2024M02;7;2024;02
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas;2023M08;7;2023;08
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas;2023M02;7;2023;02
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas;2022M08;7;2022;08
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas;2022M02;7;2022;02
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas;2021M08;7;2021;08
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas;2021M02;7;2021;02
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas;2020M08;7;2020;08
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas por vivienda turística;2024M11;7;2024;11
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas por vivienda turística;2024M08;7;2024;08
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas por vivienda turística;2024M02;7;2024;02
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas por vivienda turística;2023M08;7;2023;08
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas por vivienda turística;2023M02;7;2023;02
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas por vivienda turística;2022M08;7;2022;08
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas por vivienda turística;2022M02;7;2022;02
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas por vivienda turística;2021M08;7;2021;08
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas por vivienda turística;2021M02;7;2021;02
09 Cataluña;43 Tarragona;43115 Pradell de la Teixeta;Plazas por vivienda turística;2020M08;7;2020;08
09 Cataluña;43 Tarragona;43116 Prades;Viviendas turísticas;2024M11;41;2024;11
09 Cataluña;43 Tarragona;43116 Prades;Viviendas turísticas;2024M08;41;2024;08
09 Cataluña;43 Tarragona;43116 Prades;Viviendas turísticas;2024M02;39;2024;02
09 Cataluña;43 Tarragona;43116 Prades;Viviendas turísticas;2023M08;40;2023;08
09 Cataluña;43 Tarragona;43116 Prades;Viviendas turísticas;2023M02;39;2023;02
09 Cataluña;43 Tarragona;43116 Prades;Viviendas turísticas;2022M08;31;2022;08
09 Cataluña;43 Tarragona;43116 Prades;Viviendas turísticas;2022M02;27;2022;02
09 Cataluña;43 Tarragona;43116 Prades;Viviendas turísticas;2021M08;29;2021;08
09 Cataluña;43 Tarragona;43116 Prades;Viviendas turísticas;2021M02;27;2021;02
09 Cataluña;43 Tarragona;43116 Prades;Viviendas turísticas;2020M08;25;2020;08
09 Cataluña;43 Tarragona;43116 Prades;Plazas;2024M11;286;2024;11
09 Cataluña;43 Tarragona;43116 Prades;Plazas;2024M08;277;2024;08
09 Cataluña;43 Tarragona;43116 Prades;Plazas;2024M02;251;2024;02
09 Cataluña;43 Tarragona;43116 Prades;Plazas;2023M08;265;2023;08
09 Cataluña;43 Tarragona;43116 Prades;Plazas;2023M02;237;2023;02
09 Cataluña;43 Tarragona;43116 Prades;Plazas;2022M08;186;2022;08
09 Cataluña;43 Tarragona;43116 Prades;Plazas;2022M02;167;2022;02
09 Cataluña;43 Tarragona;43116 Prades;Plazas;2021M08;184;2021;08
09 Cataluña;43 Tarragona;43116 Prades;Plazas;2021M02;173;2021;02
09 Cataluña;43 Tarragona;43116 Prades;Plazas;2020M08;145;2020;08
09 Cataluña;43 Tarragona;43116 Prades;Plazas por vivienda turística;2024M11;6,98;2024;11
09 Cataluña;43 Tarragona;43116 Prades;Plazas por vivienda turística;2024M08;6,76;2024;08
09 Cataluña;43 Tarragona;43116 Prades;Plazas por vivienda turística;2024M02;6,44;2024;02
