"NOMZONA","EDAD","SEXE","NACIONALITAT","NUMERO","CODI_ENS","NOM_ENS"
"SANT SALVADOR","11","D","ESPANYA","25","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","11","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","14","H","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","12","H","ESTRANGER","20","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","41","H","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","91","D","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","12","H","ESTRANGER","68","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","83","D","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","12","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","46","H","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","39","H","ESPANYA","23","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","39","H","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","48","D","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","10","D","ESPANYA","38","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","36","D","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","35","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","93","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","37","D","ESPANYA","22","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","76","D","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","10","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","19","D","ESPANYA","40","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","15","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","26","D","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","11","D","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","34","D","ESTRANGER","23","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","9","D","ESPANYA","210","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","71","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","9","D","ESPANYA","74","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","90","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","9","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","9","H","ESTRANGER","75","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","11","D","ESTRANGER","17","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","42","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","54","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","35","D","ESPANYA","17","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","13","H","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","8","D","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","62","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","62","H","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","100","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","21","H","ESTRANGER","26","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","56","D","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","25","D","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","13","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","85","D","ESPANYA","23","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","63","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","39","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","27","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","77","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","29","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","37","H","ESTRANGER","9","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","7","D","ESPANYA","60","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","31","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","89","D","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","64","H","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","39","D","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","51","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","24","D","ESTRANGER","17","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","41","H","ESTRANGER","10","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","60","D","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","6","H","ESPANYA","217","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","65","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","7","H","ESPANYA","47","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","7","H","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","34","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","6","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","6","D","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","71","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","38","D","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","80","D","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","6","H","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","86","H","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","7","D","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","7","H","ESTRANGER","8","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","32","D","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","37","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","5","H","ESTRANGER","30","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","23","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","38","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","6","D","ESTRANGER","21","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","29","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","7","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","69","H","ESPANYA","14","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","16","D","ESTRANGER","15","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","5","D","ESTRANGER","30","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","77","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","54","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","4","D","ESPANYA","36","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","51","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","70","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","4","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","3","H","ESPANYA","34","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","3","H","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","44","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","28","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","5","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","34","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","43","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","3","H","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","72","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","45","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","18","D","ESTRANGER","75","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","80","H","ESPANYA","16","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","91","D","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","29","D","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","87","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","29","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","95","D","ESPANYA","14","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","4","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","64","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","31","H","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","10","D","ESTRANGER","14","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","27","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","64","H","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","68","D","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","71","D","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","25","D","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","32","H","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","32","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","67","D","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","31","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","85","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","47","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","89","H","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","80","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","81","H","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","80","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","82","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","76","H","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","91","D","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","83","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","75","D","ESPANYA","11","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","78","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","89","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","91","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","92","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","82","H","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","106","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","53","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","97","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","98","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","61","H","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","34","D","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","36","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","86","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","90","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","75","H","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","79","H","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","92","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","87","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","87","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","97","H","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","71","H","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","73","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","96","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","97","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","53","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","2","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","53","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","22","D","ESTRANGER","12","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","31","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","76","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","29","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","23","D","ESTRANGER","8","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","11","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","72","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","78","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","30","H","ESTRANGER","9","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","7","D","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","8","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","2","D","ESTRANGER","10","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","39","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","11","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","7","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","5","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","33","H","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","80","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","89","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","50","D","ESTRANGER","6","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","16","D","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","40","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","33","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","52","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","32","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","63","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","12","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","81","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","1","H","ESPANYA","52","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","52","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","21","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","41","D","ESTRANGER","6","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","19","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","19","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","73","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","8","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","27","H","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","35","H","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","1","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","1","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","19","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","11","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","18","D","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","61","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","41","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","35","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","18","H","ESTRANGER","12","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","6","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","42","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","6","D","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","0","H","ESTRANGER","24","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","0","D","ESPANYA","14","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","0","D","ESPANYA","27","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","60","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","37","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","0","D","ESTRANGER","8","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","16","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","2","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","82","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","31","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","85","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","88","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","59","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","90","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","72","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","13","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","8","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","2","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"PINEDES (LES)","4","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","53","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","63","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","3","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","61","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","35","H","ESPANYA","68","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","48","D","ESPANYA","168","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","38","H","ESPANYA","85","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","27","H","ESPANYA","284","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","64","H","ESPANYA","25","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","55","H","ESTRANGER","8","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","61","D","ESPANYA","124","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","55","H","ESPANYA","387","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","54","D","ESPANYA","105","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","62","H","ESPANYA","16","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","50","D","ESPANYA","38","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","58","H","ESPANYA","93","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","53","H","ESTRANGER","87","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","29","H","ESPANYA","311","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","44","H","ESPANYA","16","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","60","D","ESPANYA","50","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","30","H","ESPANYA","83","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","24","H","ESPANYA","305","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","47","H","ESPANYA","57","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","63","D","ESPANYA","56","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","57","H","ESPANYA","62","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","32","H","ESPANYA","38","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","24","H","ESPANYA","83","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","72","D","ESPANYA","367","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","56","H","ESTRANGER","88","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","85","H","ESPANYA","89","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","68","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","80","H","ESPANYA","48","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","42","H","ESPANYA","42","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","58","H","ESPANYA","53","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","82","D","ESPANYA","58","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","41","H","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","72","D","ESPANYA","107","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","71","H","ESPANYA","293","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","80","D","ESPANYA","63","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","57","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","49","D","ESPANYA","129","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","93","H","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","25","D","ESPANYA","21","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","29","D","ESPANYA","338","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","57","D","ESPANYA","138","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","76","H","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","47","H","ESPANYA","151","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","49","H","ESPANYA","131","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","28","H","ESPANYA","287","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","88","D","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","23","H","ESPANYA","39","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","74","H","ESPANYA","43","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","23","H","ESPANYA","278","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","27","H","ESPANYA","64","4314820002","AJUNTAMENT DE TARRAGONA"
